"ID","Term_Description","Fold_Enrichment","occurrence","support","lowest_p","highest_p","Up_regulated","Down_regulated","Cluster","Status"
"GO:0051056","regulation of small GTPase mediated signal transduction",7.78190574475404,9,0.01,5.40249499047179e-11,0.00551488102452892,"ABR, MYO9A, MYO9B, TRIO, ARHGAP29, ARHGEF10, DNMBP, SRGAP2, ARHGEF3, ARHGEF10L, ARHGAP20, ARHGAP28, DOCK8, FGD5, SPATA13","FAM13A, DLC1, PREX2",1,"Representative"
"GO:0030336","negative regulation of cell migration",8.74346306378974,10,0.04,1.6146460751219e-08,8.32303568412075e-06,"JAG1, DPYSL3, NEDD9, PTPRJ, ROBO1, TGFBR1, TGFBR3, TPM1, VCL, RECK, LIMCH1, KANK1, SULF1, EMILIN2","CDH11, FOXO3, MITF, PTEN, PTPRK, SLIT2, DLC1, NAV3, PODN",3,"Representative"
"GO:0007010","cytoskeleton organization",4.89971843188217,10,0.0275,8.78618905771478e-07,0.000318756277850077,"DST, CAPZB, DIAPH1, TPM1, LIMD1, CDC42BPB, SIPA1L3, FGD5","",4,"Representative"
"GO:0006468","protein phosphorylation",2.52888693258435,10,0.0175,9.95563956995035e-07,0.0138638189780177,"ADAM10, APP, CDK6, PRKCE, SRPK2, STK3, CDC42BPB, AAK1","CAMK2D, INSR, JAK1, MAP3K5, PRKG1, MAPK10, HIPK3, SIK2",5,"Representative"
"GO:0051496","positive regulation of stress fiber assembly",10.7554794846194,10,0.0575,2.17700125165969e-06,0.000229410114889529,"RHOA, PXN, S100A10, TGFBR1, TPM1, ARHGEF10, FERMT2, LIMCH1, ARHGEF10L","NRP1",6,"Representative"
"GO:0034446","substrate adhesion-dependent cell spreading",11.3799911966296,10,0.035,2.75167671729586e-06,3.22301229084611e-06,"RHOA, FN1, FERMT2, SRGAP2, RADIL, ANTXR1","LAMB1, LAMC1",7,"Representative"
"GO:0038154","interleukin-11-mediated signaling pathway",17.6389863547758,10,0.005,1.46158627185243e-05,1.73551854421061e-05,"IL6ST","JAK1",9,"Representative"
"GO:0060395","SMAD protein signal transduction",6.29963798384851,9,0.005,1.6612771749849e-05,0.00476632730870067,"","FOS, JUN, RBPMS",10,"Representative"
"GO:1903243","negative regulation of cardiac muscle hypertrophy in response to stress",18.8989139515455,10,0.0353571428571429,3.5081124007126e-05,0.00858047921443554,"ATP2B4","LMNA, PPARG",11,"Representative"
"GO:0035385","Roundabout signaling pathway",44.0974658869396,10,0.025,3.62386408940005e-05,0.0162024733837104,"RHOA, MYO9B, ROBO1","SLIT3, SLIT2",12,"Representative"
"GO:2000406","positive regulation of T cell migration",15.7490949596213,9,0.005,7.80061265017257e-05,0.0319405563772985,"ABL2, APP, RHOA, DOCK8","CXCL12",13,"Representative"
"GO:0051893","regulation of focal adhesion assembly",10.4993966397475,10,0.0175,0.000251483314169199,0.00571932895200488,"RHOA, PTPRA, VCL, LIMCH1, CORO1C","",16,"Representative"
"GO:0045821","positive regulation of glycolytic process",12.599275967697,9,0.005,0.000295650004442517,0.000363744191391207,"APP, SLC4A4","IGF1, INSR",17,"Representative"
"GO:0006897","endocytosis",5.12761231243483,10,0.00539017341040462,0.00376540164449678,0.0147692671568943,"APP, DNM1, MYO1E, SCARA5","AMPH",28,"Representative"
"GO:0045668","negative regulation of osteoblast differentiation",3.75297582016507,9,0.01,0.00722401354673451,0.0323306389778462,"CDK6, LIMD1, HDAC7","PPARG",31,"Representative"
"GO:0033173","calcineurin-NFAT signaling cascade",12.599275967697,10,0.005,0.0484244816371686,0.0484244816371686,"","NFATC1, PPP3CA",50,"Representative"
