"","ID","Term_Description","Fold_Enrichment_A","occurrence_A","support_A","lowest_p_A","highest_p_A","Up_regulated_A","Down_regulated_A","Fold_Enrichment_B","occurrence_B","support_B","lowest_p_B","highest_p_B","Up_regulated_B","Down_regulated_B","combined_p","status"
"1","GO:0000209","protein polyubiquitination",NA,NA,NA,NA,NA,NA,NA,3.21914429371027,1,0.0065359477124183,0.0353865902829591,0.0353865902829591,"CTNNB1, DDB2, FBXL7, SASH1","BCL2, LNPEP",0.0353865902829591,"B only"
"2","GO:0000226","microtubule cytoskeleton organization",1.88600489106269,1,0.00510204081632653,0.0263381741464332,0.0263381741464332,"","MAPT, PCNT, PHLDB2",2.56912477286493,1,0.00649350649350649,4.1916366225702e-05,4.1916366225702e-05,"EML1, MAP4","MAPT",1.62471015420916e-05,"common"
"3","GO:0000512","lncRNA-mediated post-transcriptional gene silencing",NA,NA,NA,NA,NA,NA,NA,14.8438320209974,6,0.00631675434401403,0.0242936825748025,0.0242936825748025,"","NEAT1, MALAT1",0.0242936825748025,"B only"
"4","GO:0001501","skeletal system development",NA,NA,NA,NA,NA,NA,NA,5.49018444612232,8,0.00609756097560976,0.0197122273306629,0.0282621085985519,"CDH11, COL1A1, COL1A2, FBN1, FGFR1, GLI2, IGF1, RPS6KA3, SH3PXD2B","",0.0197122273306629,"B only"
"5","GO:0001502","cartilage condensation",16.3453757225434,7,0.005,0.0275295935743081,0.0424888832371448,"MGP","SOX5, SOX6",NA,NA,NA,NA,NA,NA,NA,0.0275295935743081,"A only"
"6","GO:0001774","microglial cell activation",4.35876685934489,6,0.005,0.0113841260238298,0.0121735198776563,"APP","MAPT",NA,NA,NA,NA,NA,NA,NA,0.0113841260238298,"A only"
"7","GO:0001837","epithelial to mesenchymal transition",NA,NA,NA,NA,NA,NA,NA,4.24109486314211,10,0.0125910674691163,0.00447583669813061,0.0164729674554831,"CTNNB1, FGFR1, RBPJ","LIMS1",0.00447583669813061,"B only"
"8","GO:0001933","negative regulation of protein phosphorylation",3.47773951543476,4,0.00505102040816327,0.0221021861691293,0.0253260642104667,"FBLN1, SLIT2, PID1","CHP1, CORO1C",5.68487183782878,10,0.00668963665652407,0.0104138681923781,0.0232095393965256,"FBLN1, SLIT2, PID1, MYADM, LRRK2","PTEN",0.00215822703481962,"common"
"9","GO:0003151","outflow tract morphogenesis",NA,NA,NA,NA,NA,NA,NA,3.42549969715324,4,0.00664635223458753,0.00356631837109462,0.00356631837109462,"CTNNB1, ELN, RBPJ","",0.00356631837109462,"B only"
"10","GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation",NA,NA,NA,NA,NA,NA,NA,4.94794400699913,4,0.00664635223458753,0.0320544325969555,0.0320544325969555,"RBPJ","",0.0320544325969555,"B only"
"11","GO:0003214","cardiac left ventricle morphogenesis",NA,NA,NA,NA,NA,NA,NA,8.90629921259842,4,0.00664635223458753,0.0400562320227467,0.0400562320227467,"CPE, RBPJ","",0.0400562320227467,"B only"
"12","GO:0003222","ventricular trabecula myocardium morphogenesis",NA,NA,NA,NA,NA,NA,NA,4.94794400699913,4,0.00664635223458753,0.0320544325969555,0.0320544325969555,"RBPJ","",0.0320544325969555,"B only"
"13","GO:0003254","regulation of membrane depolarization",19.614450867052,10,0.02,0.000107069243616461,0.0341390698984277,"CAMK2D","FHL1, NEDD4L",NA,NA,NA,NA,NA,NA,NA,0.000107069243616461,"A only"
"14","GO:0005977","glycogen metabolic process",14.0103220478943,1,0.00510204081632653,0.0433335550137124,0.0433335550137124,"","GBE1, PYGL, PRKAG2",NA,NA,NA,NA,NA,NA,NA,0.0433335550137123,"A only"
"15","GO:0006468","protein phosphorylation",2.10908073839269,10,0.005,3.23196584837201e-05,4.64479969004772e-05,"APP, CAMK2D, PRKG1, DCLK1, AKT3","INSR, IRAK2, LIPE, PRKCH, PKN2, MAPK10, STK38L, SIK2, DAPK2, SGK3, HIPK2, SNRK, FNIP2",NA,NA,NA,NA,NA,NA,NA,3.23196584837201e-05,"A only"
"16","GO:0006470","protein dephosphorylation",2.89664886222287,1,0.005,0.000631561229513999,0.000631561229513999,"PPP3CA, PTPRD","PPM1B, PPP2R5A, PTPN14, PTPRM, PTPRS",NA,NA,NA,NA,NA,NA,NA,0.000631561229513999,"A only"
"17","GO:0006611","protein export from nucleus",3.44113173106176,9,0.005,0.046824026212687,0.0493991398091281,"","CHP1, SMURF1",NA,NA,NA,NA,NA,NA,NA,0.046824026212687,"A only"
"18","GO:0006635","fatty acid beta-oxidation",7.26461143224149,2,0.005,0.000435632076680728,0.0133879799252441,"","ABCD2, DECR1, EHHADH, HADHB, HADH, ADIPOQ",NA,NA,NA,NA,NA,NA,NA,0.000435632076680728,"A only"
"19","GO:0006641","triglyceride metabolic process",7.00516102394715,1,0.005,0.0379550459143144,0.0379550459143144,"","CAV1, LPL, DGAT1",NA,NA,NA,NA,NA,NA,NA,0.0379550459143144,"A only"
"20","GO:0006897","endocytosis",3.80125016803334,9,0.005,0.0287341269434228,0.0287341269434228,"APP","SORT1, PICALM, TBC1D2B, HOOK2",8.28492950009156,10,0.0304878048780488,7.69307566034993e-07,0.00135376092139068,"APP, DNM1, DPYSL2, LRRK2, SCARA5","SORT1, PICALM, HOOK2",4.11766768383958e-07,"common"
"21","GO:0006898","receptor-mediated endocytosis",NA,NA,NA,NA,NA,NA,NA,2.42899069434502,1,0.00609756097560976,0.0443391190820778,0.0443391190820778,"DNM1","CD36, PICALM",0.0443391190820778,"B only"
"22","GO:0006909","phagocytosis",4.6701073492981,10,0.01,0.0066022728109497,0.0342527265832739,"LRP1","ANXA1, ITGB1, CORO1C",NA,NA,NA,NA,NA,NA,NA,0.0066022728109497,"A only"
"23","GO:0006937","regulation of muscle contraction",NA,NA,NA,NA,NA,NA,NA,11.132874015748,1,0.0065359477124183,0.0396539594138369,0.0396539594138369,"TPM1","PPP1R12B",0.0396539594138369,"B only"
"24","GO:0006974","DNA damage response",1.17804509712024,10,0.005,0.0170848802225956,0.0221576308896587,"","BCL2, FOXO1, MAPT, UBE2E2, YAP1, MACROD2, SHPRH, ACER2",1.40414627225651,8,0.00631675434401403,0.00439782414800597,0.00520622301589038,"DDB2, MCL1, NEDD4, SAMHD1","BCL2, FOXO1, MAPT",0.00078864612870233,"common"
"25","GO:0007010","cytoskeleton organization",NA,NA,NA,NA,NA,NA,NA,4.94794400699913,10,0.0329985652797704,5.23352606112334e-08,0.000228231674497066,"DST, DPYSL2, TPM1, LIMD1, SIPA1L3, FGD5","SH3KBP1, SH3D19",5.23352606112334e-08,"B only"
"26","GO:0007015","actin filament organization",3.1893416043987,7,0.01,0.0105292028035232,0.037673941613537,"GSN","ACTN1, DLG1, ARHGEF2",NA,NA,NA,NA,NA,NA,NA,0.0105292028035232,"A only"
